product_id,product_name,category_reclassified,rating,price_whole,per_count_price,mrp,number_of_global_ratings,number_of_reviews,sales_numeric,discount_percentage_cleaned,product_weight_grams,review_text_cleaned,sentiment
824,Haldirams Mathri 12kg,Savory & Savory_Snacks,4.4,307,17.06,593,21486,5722,0,30,1200,Neither great nor bad.,positive
825,Haldirams Trail Mix 750g,Health & Wellness,3.7,414,24.35,636,8459,4737,0,5,750,Excellent quality for the price.,positive
826,Haldirams Coconut Burfi 700g,Sweets & Desserts,4.8,733,81.44,817,33550,3264,25,20,700,Can try once.,neutral
827,Haldirams Mini Samosa 200g,Ready-to-Eat,4.1,735,105,827,30655,1667,25,25,200,Excellent quality for the price.,positive
828,Haldirams Mysore Pak 900g,Savory & Savory_Snacks,4.4,493,49.3,563,32466,1831,200,10,900,Not worth the money.,negative
829,Haldirams Premium Gift Box 600g,Gift Hampers,3.9,585,58.5,621,13513,5795,0,18,600,Neither great nor bad.,positive
830,Haldirams Moong Dal 700g,Ready-to-Eat,3.8,924,57.75,1147,46278,4298,200,25,700,Crispy and full of flavor.,positive
831,Haldirams Dal Tadka with Rice 400g,Ready-to-Eat,4.4,1036,115.11,1063,45492,6718,100,12,400,Very tasty and well-packed.,positive
832,Haldirams Coconut Burfi 600g,Sweets & Desserts,4.1,1043,74.5,1174,23951,6933,0,40,600,"It's okay, not too bad.",negative
833,Haldirams Premium Gift Box 200g,Gift Hampers,3.5,140,7.37,143,32281,4402,0,40,200,"Average product, nothing special.",positive
834,Haldirams Kaju Katli 100g,Sweets & Desserts,4.1,788,87.56,1046,1830,5860,0,5,100,Stale and lacked freshness.,negative
835,Haldirams Chana Choor 800g,Roasted Snacks,4.8,852,65.54,946,28264,1045,50,30,800,Neither great nor bad.,positive
836,Haldirams Besan Ladoo 150g,Sweets & Desserts,3.9,71,14.2,361,44812,2740,100,10,150,Very tasty and well-packed.,positive
837,Haldirams Namkeen Mixture 500g,Namkeen,4.5,575,30.26,632,26212,4899,0,5,500,Crispy and full of flavor.,positive
838,Haldirams Quinoa Puffs 800g,Savory & Savory_Snacks,3.9,680,40,911,6328,565,0,15,800,Perfect snack for tea time.,positive
839,Haldirams Chana Choor 12kg,Roasted Snacks,3.8,1156,165.14,1219,12086,5350,10,30,1200,Stale and lacked freshness.,negative
840,Haldirams Puri 500g,Savory & Savory_Snacks,4.8,887,68.23,1021,7563,2251,0,40,500,Packaging was fine.,positive
841,Haldirams Masala Peanuts 100g,Spicy Snacks,4,942,188.4,992,11384,4726,0,20,100,Packaging was fine.,positive
842,Haldirams Butter Cookies 400g,Baked Snacks,4.3,865,43.25,917,9380,3392,25,15,400,Very tasty and well-packed.,positive
843,Haldirams Kaju Katli 250g,Sweets & Desserts,4.7,319,39.88,449,30534,7125,0,12,250,Crispy and full of flavor.,positive
844,Haldirams Digestive Biscuits 800g,Savory & Savory_Snacks,3.6,146,8.11,393,36027,3179,0,28,800,Stale and lacked freshness.,negative
845,Haldirams Dry Fruit Gift Pack 100g,Gift Hampers,4.6,1018,169.67,1281,37236,5966,10,25,100,Crispy and full of flavor.,positive
846,Haldirams Coconut Burfi 350g,Sweets & Desserts,4.5,401,25.06,436,41013,2345,0,28,350,Loved the taste and freshness.,positive
847,Haldirams Moong Dal Halwa 350g,Ready-to-Eat,4.7,502,27.89,540,20825,3186,0,5,350,"It's okay, not too bad.",negative
848,Haldirams Masala Peanuts 350g,Spicy Snacks,4.5,985,164.17,1022,7741,7402,100,35,350,Neither great nor bad.,positive
849,Haldirams Pav Bhaji Ready Meal 250g,Savory & Savory_Snacks,4.2,634,37.29,679,629,1351,100,22,250,Packaging was fine.,positive
850,Haldirams Sev 800g,Namkeen,4.4,639,63.9,906,31927,994,0,28,800,Crispy and full of flavor.,positive
851,Haldirams Motichoor Ladoo 900g,Sweets & Desserts,5,184,11.5,366,31845,3254,0,28,900,"It's okay, not too bad.",negative
852,Haldirams Milk Cake 200g,Savory & Savory_Snacks,4,659,43.93,790,21761,2927,10,28,200,Can try once.,neutral
853,Haldirams Peda 400g,Sweets & Desserts,4.6,934,77.83,1183,3454,6246,50,7,400,Stale and lacked freshness.,negative
854,Haldirams Khakhra 400g,Savory & Savory_Snacks,3.5,1134,126,1392,21537,1699,0,0,400,Crispy and full of flavor.,positive
855,Haldirams Bhujia 300g,Namkeen,4.3,211,17.58,499,9525,3314,0,5,300,Very tasty and well-packed.,positive
856,Haldirams Sweet and Namkeen Combo 750g,Gift Hampers,4.7,52,3.06,287,26212,6200,200,15,750,Stale and lacked freshness.,negative
857,Haldirams Mathri 1kg,Savory & Savory_Snacks,4.1,403,23.71,431,44681,5825,0,15,1000,Stale and lacked freshness.,negative
858,Haldirams Masala Chips 400g,Spicy Snacks,4.7,922,131.71,958,39649,3174,0,15,400,Perfect snack for tea time.,positive
859,Haldirams Nankhatai 900g,Savory & Savory_Snacks,4.6,679,52.23,741,12190,3457,0,5,900,Perfect snack for tea time.,positive
860,Haldirams Mysore Pak 700g,Savory & Savory_Snacks,4.9,198,9.9,234,11209,6048,0,12,700,Perfect snack for tea time.,positive
861,Haldirams Mathri 600g,Savory & Savory_Snacks,3.5,805,67.08,817,12060,6144,200,35,600,"Average product, nothing special.",positive
862,Haldirams Quinoa Puffs 200g,Savory & Savory_Snacks,4.3,1095,60.83,1175,26841,610,25,18,200,Very tasty and well-packed.,positive
863,Haldirams Multigrain Chips 500g,Namkeen,4.5,318,35.33,497,43782,5568,0,22,500,"Average product, nothing special.",positive
864,Haldirams Aloo Bhujia 400g,Namkeen,3.8,55,4.58,82,49118,186,50,35,400,Loved the taste and freshness.,positive
865,Haldirams Coconut Burfi 900g,Sweets & Desserts,4.6,1135,81.07,1358,9630,4917,0,5,900,"Average product, nothing special.",positive
866,Haldirams Multigrain Chips 750g,Namkeen,4.1,633,48.69,743,6698,6013,0,35,750,"It's okay, not too bad.",negative
867,Haldirams Chana Choor 900g,Roasted Snacks,4.3,960,87.27,1188,37529,1228,0,35,900,Crispy and full of flavor.,positive
868,Haldirams Rasgulla 750g,Sweets & Desserts,4.4,1064,118.22,1311,20077,7513,100,15,750,Excellent quality for the price.,positive
869,Haldirams Kaju Katli 750g,Sweets & Desserts,4.1,812,116,862,8266,6608,50,28,750,Excellent quality for the price.,positive
870,Haldirams Rasgulla 350g,Sweets & Desserts,4.2,166,18.44,231,46626,1160,0,40,350,Can try once.,neutral
871,Haldirams Oats Mixture 1kg,Namkeen,4,56,3.29,257,9121,6726,100,35,1000,Very tasty and well-packed.,positive
872,Haldirams Mathri 350g,Savory & Savory_Snacks,4.4,1010,126.25,1152,43792,1035,0,18,350,Crispy and full of flavor.,positive
873,Haldirams Peda 200g,Sweets & Desserts,4.7,304,25.33,327,7962,2821,0,0,200,Loved the taste and freshness.,positive
874,Haldirams Oats Mixture 15kg,Namkeen,4.1,928,84.36,1049,29396,4457,50,22,1500,Crispy and full of flavor.,positive
875,Haldirams Motichoor Ladoo 350g,Sweets & Desserts,3.8,892,49.56,1032,24030,38,100,20,350,Stale and lacked freshness.,negative
876,Haldirams Festival Assortment Pack 150g,Gift Hampers,4.2,543,28.58,671,39293,5365,0,15,150,"Average product, nothing special.",positive
877,Haldirams Bhujia 350g,Namkeen,4.8,591,49.25,766,45537,6956,200,10,350,Perfect snack for tea time.,positive
878,Haldirams Dodha Burfi 600g,Sweets & Desserts,4.7,751,57.77,860,35222,5448,0,35,600,Crispy and full of flavor.,positive
879,Haldirams Mysore Pak 500g,Savory & Savory_Snacks,5,1083,72.2,1098,49497,7668,10,20,500,Loved the taste and freshness.,positive
880,Haldirams Bhujia 400g,Namkeen,5,175,9.21,415,28069,7315,200,5,400,Loved the taste and freshness.,positive
881,Haldirams Dry Fruit Gift Pack 900g,Gift Hampers,4.2,220,12.22,306,41036,3433,25,5,900,Loved the taste and freshness.,positive
882,Haldirams Pav Bhaji Ready Meal 700g,Savory & Savory_Snacks,5,1022,92.91,1304,41384,7445,25,22,700,Perfect snack for tea time.,positive
883,Haldirams Coconut Burfi 150g,Sweets & Desserts,4.7,631,35.06,796,39717,198,10,12,150,Perfect snack for tea time.,positive
884,Haldirams Chana Choor 350g,Roasted Snacks,4,642,107,781,13917,7362,200,12,350,Neither great nor bad.,positive
885,Haldirams Mini Samosa 100g,Ready-to-Eat,3.9,423,23.5,499,22656,4011,0,20,100,Perfect snack for tea time.,positive
886,Haldirams Quinoa Puffs 12kg,Savory & Savory_Snacks,4.3,618,77.25,635,20489,7712,100,22,1200,Excellent quality for the price.,positive
887,Haldirams Bhujia 750g,Namkeen,4.9,341,17.95,376,32315,4109,25,10,750,Can try once.,neutral
888,Haldirams Gulab Jamun 1kg,Sweets & Desserts,4.4,1135,113.5,1371,18600,5242,100,12,1000,Excellent quality for the price.,positive
889,Haldirams Masala Peanuts 12kg,Spicy Snacks,3.5,937,58.56,1064,48363,834,100,35,1200,Very tasty and well-packed.,positive
890,Haldirams Rusk 800g,Baked Snacks,4,622,36.59,753,35788,6110,0,35,800,Crispy and full of flavor.,positive
891,Haldirams Sweet and Namkeen Combo 200g,Gift Hampers,3.9,851,106.38,928,7396,2422,100,0,200,Loved the taste and freshness.,positive
892,Haldirams Mysore Pak 450g,Savory & Savory_Snacks,4.4,1019,145.57,1047,25693,4332,10,15,450,Crispy and full of flavor.,positive
893,Haldirams Namkeen Mixture 100g,Namkeen,4.5,106,9.64,331,11393,7691,100,0,100,Excellent quality for the price.,positive
894,Haldirams Masala Chips 900g,Spicy Snacks,3.9,921,48.47,1193,49870,3651,10,15,900,Excellent quality for the price.,positive
895,Haldirams Besan Ladoo 700g,Sweets & Desserts,3.8,74,3.7,172,19393,1185,0,25,700,Crispy and full of flavor.,positive
896,Haldirams Chivda 150g,Savory & Savory_Snacks,4.3,808,44.89,922,14239,3392,100,18,150,Excellent quality for the price.,positive
897,Haldirams Mini Samosa 800g,Ready-to-Eat,3.9,698,99.71,762,16037,5799,0,10,800,Excellent quality for the price.,positive
898,Haldirams Sweet and Namkeen Combo 400g,Gift Hampers,3.8,69,6.27,306,22239,432,25,12,400,Crispy and full of flavor.,positive
899,Haldirams Khakhra 600g,Savory & Savory_Snacks,4.7,729,38.37,770,3672,4868,100,28,600,Packaging was fine.,positive
900,Haldirams Coconut Burfi 500g,Sweets & Desserts,4.4,867,48.17,1053,30855,5071,100,20,500,Very disappointed with the quality.,negative
901,Haldirams Roasted Chana 150g,Spicy Snacks,4.5,1140,142.5,1160,4636,3434,0,5,150,Loved the taste and freshness.,positive
902,Haldirams Premium Gift Box 15kg,Gift Hampers,4.2,97,10.78,180,29748,3385,50,40,1500,Crispy and full of flavor.,positive
903,Haldirams Jeera Biscuits 15kg,Savory & Savory_Snacks,3.7,1124,66.12,1221,13116,6631,0,18,1500,Stale and lacked freshness.,negative
904,Haldirams Dal Tadka with Rice 800g,Ready-to-Eat,4.8,462,33,623,10567,2486,10,18,800,Very tasty and well-packed.,positive
905,Haldirams Nankhatai 1kg,Savory & Savory_Snacks,4.8,365,40.56,504,6041,2496,0,22,1000,Packaging was fine.,positive
906,Haldirams Nankhatai 150g,Savory & Savory_Snacks,4.6,222,18.5,520,43898,851,0,0,150,Can try once.,neutral
907,Haldirams Festival Assortment Pack 450g,Gift Hampers,3.6,469,58.62,719,27303,3972,100,15,450,Excellent quality for the price.,positive
908,Haldirams Soan Papdi 250g,Sweets & Desserts,4.5,177,11.8,181,32788,1868,0,40,250,Loved the taste and freshness.,positive
909,Haldirams Motichoor Ladoo 200g,Sweets & Desserts,4.4,235,14.69,328,7095,3821,0,12,200,Very tasty and well-packed.,positive
910,Haldirams Chivda 15kg,Savory & Savory_Snacks,4.2,267,14.05,563,11659,3429,0,0,1500,Crispy and full of flavor.,positive
911,Haldirams Mathri 750g,Savory & Savory_Snacks,4.5,600,120,792,2357,7444,10,40,750,Crispy and full of flavor.,positive
912,Haldirams Namkeen Mixture 200g,Namkeen,4.7,995,76.54,1219,45612,1272,25,0,200,Crispy and full of flavor.,positive
913,Haldirams Protein Mix 250g,Health & Wellness,4.9,1035,79.62,1149,14952,6054,0,18,250,Excellent quality for the price.,positive
914,Haldirams Choco Chip Cookies 15kg,Baked Snacks,4.6,1150,230,1304,25493,851,0,15,1500,"Average product, nothing special.",positive
915,Haldirams Digestive Biscuits 350g,Savory & Savory_Snacks,5,1076,56.63,1136,12806,5739,0,15,350,Crispy and full of flavor.,positive
916,Haldirams Roasted Chana 12kg,Spicy Snacks,3.8,460,32.86,550,192,6404,200,12,1200,Too salty and oily.,neutral
917,Haldirams Masala Peanuts 300g,Spicy Snacks,4.3,320,20,324,20858,5224,0,7,300,Not worth the money.,negative
918,Haldirams Quinoa Puffs 250g,Savory & Savory_Snacks,3.6,187,9.35,320,25640,1653,0,25,250,Would not recommend to others.,neutral
919,Haldirams Sweet and Namkeen Combo 600g,Gift Hampers,3.7,281,31.22,433,45850,711,0,15,600,Excellent quality for the price.,positive
920,Haldirams Choco Chip Cookies 250g,Baked Snacks,3.9,727,38.26,960,25233,3548,0,5,250,Packaging was fine.,positive
921,Haldirams Choco Chip Cookies 750g,Baked Snacks,3.5,959,95.9,1006,24685,2924,100,10,750,Too salty and oily.,neutral
922,Haldirams Mathri 400g,Savory & Savory_Snacks,4.1,881,110.12,1147,33269,1594,0,18,400,Crispy and full of flavor.,positive
923,Haldirams Aloo Bhujia 500g,Namkeen,3.6,1001,143,1024,20588,6949,0,10,500,Loved the taste and freshness.,positive
924,Haldirams Roasted Chana 500g,Spicy Snacks,3.7,326,27.17,606,32142,949,0,15,500,Loved the taste and freshness.,positive
925,Haldirams Soan Papdi 800g,Sweets & Desserts,3.5,870,108.75,882,4220,4588,0,28,800,Crispy and full of flavor.,positive
926,Haldirams Pav Bhaji Ready Meal 100g,Savory & Savory_Snacks,4.2,1008,50.4,1050,1176,5245,0,20,100,Neither great nor bad.,positive
927,Haldirams Festival Assortment Pack 250g,Gift Hampers,3.7,353,23.53,577,14860,2835,200,35,250,"Average product, nothing special.",positive
928,Haldirams Moong Dal Halwa 1kg,Ready-to-Eat,3.7,511,31.94,548,7958,4671,0,28,1000,Stale and lacked freshness.,negative
929,Haldirams Pav Bhaji Ready Meal 300g,Savory & Savory_Snacks,4.4,1072,53.6,1230,47053,6600,0,22,300,Loved the taste and freshness.,positive
930,Haldirams Moong Dal Halwa 800g,Ready-to-Eat,4.4,793,72.09,1046,28550,4771,25,22,800,Crispy and full of flavor.,positive
931,Haldirams Papad 450g,Savory & Savory_Snacks,4.2,411,82.2,470,33105,3916,25,12,450,"Average product, nothing special.",positive
932,Haldirams Trail Mix 700g,Health & Wellness,4.2,798,133,902,2734,7514,25,28,700,Can try once.,neutral
933,Haldirams Mini Samosa 350g,Ready-to-Eat,3.9,566,31.44,808,43101,4355,0,25,350,Not worth the money.,negative
934,Haldirams Coconut Burfi 400g,Sweets & Desserts,4.9,576,33.88,730,14259,345,50,35,400,Excellent quality for the price.,positive
935,Haldirams Moong Dal Halwa 12kg,Ready-to-Eat,4.2,847,141.17,1021,28378,2724,10,35,1200,Loved the taste and freshness.,positive
936,Haldirams Dry Fruit Gift Pack 600g,Gift Hampers,4,482,68.86,657,12224,7803,0,15,600,Very tasty and well-packed.,positive
937,Haldirams Protein Mix 300g,Health & Wellness,4.7,852,106.5,1122,12801,6365,25,7,300,Crispy and full of flavor.,positive
938,Haldirams Kachori 500g,Savory & Savory_Snacks,4.7,952,73.23,1213,20192,7285,0,10,500,Crispy and full of flavor.,positive
939,Haldirams Rasgulla 450g,Sweets & Desserts,4,739,73.9,1027,41797,5040,0,28,450,"Average product, nothing special.",positive
940,Haldirams Chana Choor 500g,Roasted Snacks,4.3,1052,61.88,1124,7277,6798,0,15,500,Crispy and full of flavor.,positive
941,Haldirams Sev 350g,Namkeen,3.6,573,52.09,799,45310,5702,100,28,350,Crispy and full of flavor.,positive
942,Haldirams Digestive Biscuits 500g,Savory & Savory_Snacks,3.8,465,58.12,603,35306,4959,100,35,500,Perfect snack for tea time.,positive
943,Haldirams Jeera Biscuits 350g,Savory & Savory_Snacks,4.4,939,55.24,1052,20826,3557,50,10,350,"Average product, nothing special.",positive
944,Haldirams Masala Chips 1kg,Spicy Snacks,4.3,241,18.54,388,6959,7025,0,7,1000,Crispy and full of flavor.,positive
945,Haldirams Rusk 700g,Baked Snacks,3.8,612,32.21,868,21848,1017,0,10,700,"Average product, nothing special.",positive
946,Haldirams Puri 350g,Savory & Savory_Snacks,4,323,17,466,35150,7955,50,18,350,"It's okay, not too bad.",negative
947,Haldirams Digestive Biscuits 12kg,Savory & Savory_Snacks,4.3,207,12.18,214,27796,6671,50,15,1200,Too salty and oily.,neutral
948,Haldirams Kaju Katli 900g,Sweets & Desserts,4.3,458,57.25,746,36920,3932,25,12,900,Loved the taste and freshness.,positive
949,Haldirams Masala Peanuts 500g,Spicy Snacks,4.3,560,56,795,48142,6934,0,28,500,Excellent quality for the price.,positive
950,Haldirams Milk Cake 450g,Savory & Savory_Snacks,4.9,697,46.47,906,49558,500,0,12,450,Packaging was fine.,positive
951,Haldirams Kachori 900g,Savory & Savory_Snacks,4.4,763,44.88,807,10353,563,0,18,900,Would not recommend to others.,neutral
952,Haldirams Trail Mix 1kg,Health & Wellness,3.7,183,18.3,338,24651,3969,200,25,1000,Perfect snack for tea time.,positive
953,Haldirams Badam Halwa 350g,Sweets & Desserts,4.6,826,63.54,1013,31895,4135,0,5,350,Crispy and full of flavor.,positive
954,Haldirams Festival Assortment Pack 900g,Gift Hampers,3.7,421,70.17,490,2979,3172,0,35,900,Crispy and full of flavor.,positive
955,Haldirams Badam Halwa 700g,Sweets & Desserts,4.7,1103,220.6,1140,39508,1535,50,25,700,Very tasty and well-packed.,positive
956,Haldirams Nankhatai 750g,Savory & Savory_Snacks,3.9,950,52.78,1108,14809,1886,0,20,750,Loved the taste and freshness.,positive
957,Haldirams Masala Chips 750g,Spicy Snacks,4.7,1141,76.07,1163,47691,1644,25,15,750,Very disappointed with the quality.,negative
958,Haldirams Chivda 12kg,Savory & Savory_Snacks,3.6,1116,223.2,1250,14586,6727,0,25,1200,Neither great nor bad.,positive
959,Haldirams Aloo Bhujia 800g,Namkeen,3.8,624,32.84,757,8546,4750,0,12,800,Loved the taste and freshness.,positive
960,Haldirams Moong Dal Halwa 750g,Ready-to-Eat,3.6,614,38.38,645,44058,5126,10,7,750,Loved the taste and freshness.,positive
961,Haldirams Dodha Burfi 450g,Sweets & Desserts,4.7,606,75.75,865,25113,7018,0,15,450,Excellent quality for the price.,positive
962,Haldirams Mathri 250g,Savory & Savory_Snacks,4.8,922,92.2,1053,39901,6900,0,0,250,Very tasty and well-packed.,positive
963,Haldirams Navratan Mix 450g,Health & Wellness,3.7,599,33.28,890,29888,5370,50,5,450,"Average product, nothing special.",positive
964,Haldirams Quinoa Puffs 500g,Savory & Savory_Snacks,4.8,793,66.08,850,2736,6087,0,20,500,Excellent quality for the price.,positive
965,Haldirams Kaju Katli 500g,Sweets & Desserts,4.6,796,53.07,893,20613,4132,10,7,500,Excellent quality for the price.,positive
966,Haldirams Mathri 900g,Savory & Savory_Snacks,4.7,552,29.05,823,26692,2299,0,35,900,Perfect snack for tea time.,positive
967,Haldirams Premium Gift Box 12kg,Gift Hampers,4.5,123,15.38,332,14115,56,100,35,1200,Too salty and oily.,neutral
968,Haldirams Coconut Burfi 200g,Sweets & Desserts,4.4,770,70,957,2653,7522,25,10,200,Can try once.,neutral
969,Haldirams Besan Ladoo 250g,Sweets & Desserts,4.2,231,21,457,19661,405,10,0,250,Perfect snack for tea time.,positive
970,Haldirams Roasted Chana 450g,Spicy Snacks,4.5,407,45.22,556,42614,1270,0,20,450,Crispy and full of flavor.,positive
971,Haldirams Chana Choor 450g,Roasted Snacks,4.1,960,137.14,1020,21414,4840,25,10,450,Perfect snack for tea time.,positive
972,Haldirams Papad 700g,Savory & Savory_Snacks,4.2,163,23.29,347,3652,1163,200,5,700,Excellent quality for the price.,positive
973,Haldirams Mysore Pak 15kg,Savory & Savory_Snacks,3.7,261,18.64,558,295,7956,0,18,1500,Packaging was fine.,positive
974,Haldirams Moong Dal 1kg,Ready-to-Eat,4.5,1164,145.5,1336,10054,4074,0,12,1000,Perfect snack for tea time.,positive
975,Haldirams Protein Mix 12kg,Health & Wellness,4.4,815,90.56,1106,20808,4907,0,10,1200,Loved the taste and freshness.,positive
976,Haldirams Masala Chips 300g,Spicy Snacks,4.8,1116,186,1226,21280,714,0,30,300,Very disappointed with the quality.,negative
977,Haldirams Kaju Katli 150g,Sweets & Desserts,4.9,1023,78.69,1294,11395,2232,25,7,150,Perfect snack for tea time.,positive
978,Haldirams Sweet and Namkeen Combo 800g,Gift Hampers,3.7,1131,188.5,1240,1717,84,0,5,800,Neither great nor bad.,positive
979,Haldirams Trail Mix 350g,Health & Wellness,4.8,501,35.79,715,11553,6644,25,0,350,"Average product, nothing special.",positive
980,Haldirams Masala Chips 250g,Spicy Snacks,4.9,815,62.69,824,8715,3532,0,25,250,Crispy and full of flavor.,positive
981,Haldirams Dodha Burfi 800g,Sweets & Desserts,4.4,538,48.91,792,25020,6040,25,30,800,Loved the taste and freshness.,positive
982,Haldirams Chole Kulche Ready Pack 600g,Ready-to-Eat,4.5,355,50.71,456,20070,4616,0,35,600,Very tasty and well-packed.,positive
983,Haldirams Dry Fruit Gift Pack 450g,Gift Hampers,5,168,28,172,5976,4005,25,30,450,"It's okay, not too bad.",negative
984,Haldirams Oats Mixture 600g,Namkeen,3.5,266,44.33,322,12190,5216,0,25,600,Neither great nor bad.,positive
985,Haldirams Kachori 1kg,Savory & Savory_Snacks,4.7,1184,148,1412,47520,7758,50,28,1000,Packaging was fine.,positive
986,Haldirams Milk Cake 400g,Savory & Savory_Snacks,4.5,1041,54.79,1175,23632,6583,200,22,400,Can try once.,neutral
987,Haldirams Badam Halwa 250g,Sweets & Desserts,4.1,73,10.43,110,43918,1443,10,20,250,Very disappointed with the quality.,negative
988,Haldirams Puri 700g,Savory & Savory_Snacks,4.1,825,103.12,988,2157,2830,50,28,700,Loved the taste and freshness.,positive
989,Haldirams Khakhra 700g,Savory & Savory_Snacks,4.1,387,25.8,573,34760,4036,0,40,700,Not worth the money.,negative
990,Haldirams Papad 12kg,Savory & Savory_Snacks,4.6,86,4.53,224,42573,7839,0,28,1200,Very tasty and well-packed.,positive
991,Haldirams Pav Bhaji Ready Meal 750g,Savory & Savory_Snacks,3.7,1148,143.5,1362,6742,281,0,12,750,Not worth the money.,negative
992,Haldirams Navratan Mix 300g,Health & Wellness,4.4,636,57.82,869,26182,5169,10,25,300,Perfect snack for tea time.,positive
993,Haldirams Chivda 350g,Savory & Savory_Snacks,4,102,6,223,22372,4781,100,22,350,"Average product, nothing special.",positive
994,Haldirams Dry Fruit Gift Pack 1kg,Gift Hampers,4.7,1142,81.57,1194,26827,4716,0,7,1000,Packaging was fine.,positive
995,Haldirams Mathri 300g,Savory & Savory_Snacks,4.6,347,31.55,410,43834,3188,0,0,300,Perfect snack for tea time.,positive
996,Haldirams Mini Samosa 600g,Ready-to-Eat,4.1,183,26.14,295,42447,1024,10,40,600,Can try once.,neutral
997,Haldirams Chana Choor 100g,Roasted Snacks,3.5,1124,86.46,1407,45857,2691,50,30,100,Very tasty and well-packed.,positive
998,Haldirams Premium Gift Box 450g,Gift Hampers,3.9,446,23.47,513,31970,772,0,18,450,Excellent quality for the price.,positive
999,Haldirams Moong Dal Halwa 100g,Ready-to-Eat,4.6,737,105.29,750,43244,749,100,12,100,Can try once.,neutral
1000,Haldirams Oats Mixture 200g,Namkeen,3.7,392,30.15,569,37060,6876,200,10,200,Excellent quality for the price.,positive
1001,Haldirams Badam Halwa 500g,Sweets & Desserts,4,669,74.33,886,30431,2572,100,12,500,Excellent quality for the price.,positive
1002,Haldirams Sev 1kg,Namkeen,4.6,113,5.65,266,5528,4167,200,25,1000,Crispy and full of flavor.,positive
1003,Haldirams Mathri 700g,Savory & Savory_Snacks,3.5,1126,160.86,1335,33896,384,100,22,700,"Average product, nothing special.",positive
1004,Haldirams Digestive Biscuits 900g,Savory & Savory_Snacks,3.7,290,15.26,463,3313,3812,0,12,900,Crispy and full of flavor.,positive
1005,Haldirams Pav Bhaji Ready Meal 400g,Savory & Savory_Snacks,4.4,449,44.9,675,15348,1626,10,28,400,Very tasty and well-packed.,positive
1006,Haldirams Peda 250g,Sweets & Desserts,4.1,892,52.47,1015,14000,272,0,5,250,Crispy and full of flavor.,positive
1007,Haldirams Nankhatai 600g,Savory & Savory_Snacks,4.6,228,14.25,480,35374,2656,0,28,600,Loved the taste and freshness.,positive
1008,Haldirams Chana Choor 700g,Roasted Snacks,4.5,243,27,247,37055,1931,0,25,700,Crispy and full of flavor.,positive
1009,Haldirams Chivda 400g,Savory & Savory_Snacks,4.6,721,103,755,41064,6836,0,18,400,Crispy and full of flavor.,positive
1010,Haldirams Puri 12kg,Savory & Savory_Snacks,4.5,1091,136.38,1236,45780,1635,100,10,1200,Can try once.,neutral
1011,Haldirams Rasgulla 12kg,Sweets & Desserts,4.7,890,111.25,1179,25463,5116,200,35,1200,Excellent quality for the price.,positive
1012,Haldirams Choco Chip Cookies 200g,Baked Snacks,4.7,603,54.82,707,45815,3233,50,22,200,"Average product, nothing special.",positive
1013,Haldirams Sev 250g,Namkeen,4.5,910,47.89,979,38992,6217,0,30,250,Packaging was fine.,positive
1014,Haldirams Aloo Bhujia 750g,Namkeen,3.8,221,14.73,236,44800,260,200,20,750,Perfect snack for tea time.,positive
1015,Haldirams Chole Kulche Ready Pack 15kg,Ready-to-Eat,4.8,229,16.36,358,19964,3483,25,7,1500,Perfect snack for tea time.,positive
1016,Haldirams Kachori 300g,Savory & Savory_Snacks,4.6,750,44.12,965,31109,3857,0,12,300,Excellent quality for the price.,positive
1017,Haldirams Premium Gift Box 150g,Gift Hampers,4.4,976,54.22,990,49784,7584,0,5,150,Very disappointed with the quality.,negative
1018,Haldirams Paneer Tikka Wrap 1kg,Ready-to-Eat,4.1,988,54.89,1151,5890,5977,0,28,1000,Perfect snack for tea time.,positive
1019,Haldirams Navratan Mix 800g,Health & Wellness,4.2,71,11.83,209,45907,4076,0,35,800,Neither great nor bad.,positive
1020,Haldirams Protein Mix 800g,Health & Wellness,4.3,566,37.73,581,14089,4109,200,7,800,Not worth the money.,negative
1021,Haldirams Gulab Jamun 15kg,Sweets & Desserts,3.9,1093,156.14,1139,22633,1392,0,0,1500,Perfect snack for tea time.,positive
1022,Haldirams Butter Cookies 200g,Baked Snacks,3.7,491,40.92,791,24169,303,0,15,200,Very tasty and well-packed.,positive
1023,Haldirams Mysore Pak 100g,Savory & Savory_Snacks,4.3,276,55.2,440,21552,2167,200,15,100,Excellent quality for the price.,positive
1024,Haldirams Sweet and Namkeen Combo 350g,Gift Hampers,4.6,726,90.75,991,33938,3424,0,0,350,Loved the taste and freshness.,positive
1025,Haldirams Kachori 600g,Savory & Savory_Snacks,4.3,729,72.9,916,40785,265,100,12,600,Very tasty and well-packed.,positive
1026,Haldirams Soan Papdi 700g,Sweets & Desserts,4.5,992,62,1079,11594,646,0,15,700,Loved the taste and freshness.,positive
1027,Haldirams Besan Ladoo 600g,Sweets & Desserts,4.2,566,70.75,810,22250,5426,0,22,600,Perfect snack for tea time.,positive
1028,Haldirams Mini Samosa 500g,Ready-to-Eat,3.7,891,68.54,1142,10365,3805,0,18,500,Perfect snack for tea time.,positive
1029,Haldirams Khakhra 350g,Savory & Savory_Snacks,4.4,524,37.43,587,39280,4007,0,28,350,Very tasty and well-packed.,positive
1030,Haldirams Protein Mix 400g,Health & Wellness,3.9,839,119.86,863,30610,2734,0,25,400,Crispy and full of flavor.,positive
